source,L_Lsun,R_Rsun,M_total_Msun,A_V,m_nuc,D_L_Gpc,DM,R_max_Rsun,validity,m_unlensed,mu_cusp,m_lensed,flux_ratio,delta_m_peak,P_inject_days,detector,threshold,recovery_fraction,binom_se,n_inj,seed,aperture_note
RGB,2000.0,100.0,20000000000.0,1.0,19.0,0.5,38.49,3500.0,VALID,34.97742501084005,412356.1774981991,21.939243748081786,0.06672713844293295,0.07013336012794276,18.0071,blind_harmonic_sum,0.804701,0.2350,0.0300,200,42,
RGB,2000.0,100.0,20000000000.0,1.0,19.0,0.5,38.49,3500.0,VALID,34.97742501084005,412356.1774981991,21.939243748081786,0.06672713844293295,0.07013336012794276,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,
RGB,2000.0,100.0,20000000000.0,2.0,19.0,0.1,35.0,3500.0,VALID,31.48742501084005,412356.1774981991,19.449243748081784,0.6611538036054033,0.5510246123818837,18.0071,global_max,0.427687,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,2.0,19.0,0.1,35.0,3500.0,VALID,31.48742501084005,412356.1774981991,19.449243748081784,0.6611538036054033,0.5510246123818837,18.0071,blind_harmonic_sum,0.804701,0.8500,0.0252,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,2.0,19.0,0.1,35.0,3500.0,VALID,31.48742501084005,412356.1774981991,19.449243748081784,0.6611538036054033,0.5510246123818837,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,2.0,19.0,0.2,36.51,3500.0,VALID,32.99742501084005,412356.1774981991,20.959243748081782,0.16455174826135494,0.16539697924634486,18.0071,global_max,0.427687,0.9950,0.0050,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,2.0,19.0,0.2,36.51,3500.0,VALID,32.99742501084005,412356.1774981991,20.959243748081782,0.16455174826135494,0.16539697924634486,18.0071,blind_harmonic_sum,0.804701,0.7350,0.0312,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,2.0,19.0,0.2,36.51,3500.0,VALID,32.99742501084005,412356.1774981991,20.959243748081782,0.16455174826135494,0.16539697924634486,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,2.0,19.0,0.35,37.72,3500.0,VALID,34.20742501084005,412356.1774981991,22.169243748081783,0.05398865407808538,0.05708983957793949,18.0071,global_max,0.427687,0.3300,0.0332,200,42,
RGB,2000.0,100.0,20000000000.0,2.0,19.0,0.35,37.72,3500.0,VALID,34.20742501084005,412356.1774981991,22.169243748081783,0.05398865407808538,0.05708983957793949,18.0071,blind_harmonic_sum,0.804701,0.1250,0.0234,200,42,
RGB,2000.0,100.0,20000000000.0,2.0,19.0,0.35,37.72,3500.0,VALID,34.20742501084005,412356.1774981991,22.169243748081783,0.05398865407808538,0.05708983957793949,18.0071,oracle_single_freq,0.093194,0.9950,0.0050,200,42,
RGB,2000.0,100.0,20000000000.0,2.0,19.0,0.5,38.49,3500.0,VALID,34.97742501084005,412356.1774981991,22.939243748081786,0.02656455228464752,0.028465659521181363,18.0071,global_max,0.427687,0.0100,0.0070,200,42,
RGB,2000.0,100.0,20000000000.0,2.0,19.0,0.5,38.49,3500.0,VALID,34.97742501084005,412356.1774981991,22.939243748081786,0.02656455228464752,0.028465659521181363,18.0071,blind_harmonic_sum,0.804701,0.0150,0.0086,200,42,
RGB,2000.0,100.0,20000000000.0,2.0,19.0,0.5,38.49,3500.0,VALID,34.97742501084005,412356.1774981991,22.939243748081786,0.02656455228464752,0.028465659521181363,18.0071,oracle_single_freq,0.093194,0.8050,0.0280,200,42,
