source,L_Lsun,R_Rsun,M_total_Msun,A_V,m_nuc,D_L_Gpc,DM,R_max_Rsun,validity,m_unlensed,mu_cusp,m_lensed,flux_ratio,delta_m_peak,P_inject_days,detector,threshold,recovery_fraction,binom_se,n_inj,seed,aperture_note,source_label
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.1,35.0,3500.0,VALID,31.384436926598024,336324.7114603809,18.06753998090581,2.360391313061389,1.3159746333614657,18.0071,global_max,0.427687,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.1,35.0,3500.0,VALID,31.384436926598024,336324.7114603809,18.06753998090581,2.360391313061389,1.3159746333614657,18.0071,blind_harmonic_sum,0.804701,0.8750,0.0234,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.1,35.0,3500.0,VALID,31.384436926598024,336324.7114603809,18.06753998090581,2.360391313061389,1.3159746333614657,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.2,36.51,3500.0,VALID,32.89443692659802,336324.7114603809,19.577539980905804,0.587467719352305,0.5017622570364831,18.0071,global_max,0.427687,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.2,36.51,3500.0,VALID,32.89443692659802,336324.7114603809,19.577539980905804,0.587467719352305,0.5017622570364831,18.0071,blind_harmonic_sum,0.804701,0.8850,0.0226,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.2,36.51,3500.0,VALID,32.89443692659802,336324.7114603809,19.577539980905804,0.587467719352305,0.5017622570364831,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.35,37.72,3500.0,VALID,34.10443692659803,336324.7114603809,20.787539980905812,0.19274539357538867,0.19136936993414147,18.0071,global_max,0.427687,0.9800,0.0099,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.35,37.72,3500.0,VALID,34.10443692659803,336324.7114603809,20.787539980905812,0.19274539357538867,0.19136936993414147,18.0071,blind_harmonic_sum,0.804701,0.6250,0.0342,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.35,37.72,3500.0,VALID,34.10443692659803,336324.7114603809,20.787539980905812,0.19274539357538867,0.19136936993414147,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.5,19.0,0.5,38.49,3500.0,VALID,34.87443692659802,336324.7114603809,21.55753998090581,0.09483835395957309,0.09837500760800064,18.0071,global_max,0.427687,0.8850,0.0226,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
